feature	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
Cer 42:2;O2	0.30397047493322066	1.3031287639497158	0.06729048402067717	0.5268943774633588	2.462398327663861	1.06646723823341	0.007839205802250048	8.14173561970926	5.5087904322947265	0.22746541522130584	0.37921170332179	0.6052481284418993	4.182951123244448	0.4368247757371678	0.3512124951734504	2.4901518046217825	0.3267603614965787	1.2398985829093976	1.486723631587035e-5	1.2064477648233571	2.1549675791419496	5.526687149080238	1.6046042554862148	1.5404162692939751	0.014369484548380282	0.9710553848366662	2.081389046683554	0.028477125254386074	0.0037305560969586094	0.9526584308613755	7.542741702757982
DG 32:0	1.4929372266953342	0.09931322165749895	0.27593876863010447	0.19395817390809403	0.3113178124078195	0.41042736230541316	1.2927018010602942	0.2954668880100874	0.6927379491955883	0.24807235836171385	0.04674877084930576	0.4605854765900173	0.23893139393929688	1.5989583236063591	0.014842708528431387	0.1305213044256552	0.14560256716422576	0.09663095928392797	0.870664757528915	0.03484906821447295	1.3562562051739135	3.7748246995960915	1.399964588020623	0.001195977036826226	0.19869939402607908	6.486890644881519	0.2116830195455725	0.29859314302575	1.941451699156871	1.7960454642759887	0.1293195678728033
DG 32:1	1.3044001501194253	0.6323310362963761	2.911552191021624e-4	0.08495231883051041	0.6310495825750112	0.004883593076889531	3.1098655743870114	0.22522210141756344	1.039631837572653	0.172967769107455	0.3120138734817252	0.34819227782249595	1.5556210350485318	0.380263924218722	1.1626287749469288	0.07333284702071487	0.1365682196392504	0.007540190184089201	0.010472599394408073	0.01024072410219155	0.8424641601058124	1.188828524485319	0.061689906457400294	0.37650622201179307	0.6716398406991003	0.0033267162784886336	0.008568693070814534	0.3936292097947895	0.023019846615267934	0.421782790863367	0.03883535651828587
DG 34:1	1.2954025686518933	0.5327463207163039	0.9162546028209925	0.016113642898472186	0.5010386487759236	0.03499187505593864	1.2203795411255254	0.30113144659749175	0.21493284593199843	0.1241691082323644	0.16969801022876613	1.349512115894892	0.013883911283725065	4.858398158128818	0.005223826414915058	0.6978039954181217	0.07552228690480146	0.195584020712941	0.15216757650561624	0.024428390758928713	0.11962127654330572	3.3539043293209755e-5	2.154319381237398	0.7664589355598267	0.7724669628592318	0.5951382279424807	0.425419427697026	1.7254876252446412	0.012603128035392461	0.7511864774359712	0.06634682231356841
DG 34:2	1.6227194619901668	0.04049920249261601	0.35242779464761964	0.08786003081130377	0.1310531851561423	0.1699553542735352	0.8801095237493989	0.13534770556935286	0.3632078855531183	0.1991950357943749	0.1464387786950238	0.5816392430031174	0.6397800117185776	1.8791858222757531	0.034558560957199926	0.22807416159177477	0.15037591695043045	0.09622007232136852	0.9247389022364433	0.13586497367670997	0.5007590921480057	0.5013979506360922	0.7118487236852926	1.2004124203029065	1.3617929348086704	0.4614393900333771	0.75438145814656	0.043095464159936044	1.384985634694908	1.0890436118471822	0.9363032479544136
DG 36:1	1.6454628290474032	0.061091496168426365	0.1906343535815677	0.36543784369033877	0.28014020142934476	0.09105406421741485	0.46869980449413834	0.02937457005614254	0.4457863530924945	0.773612824155598	0.38189192716792253	7.586610179716578e-6	0.1328894504451621	0.972246613594813	0.04080370356146051	0.4191815579937665	0.8117602855009254	0.3271224229596792	1.7177877185660853	0.0030903219123597555	0.03722265861936954	0.07754989380352743	0.0014900990090157037	0.14678568323182867	2.1338061714573233	1.96395987768579	0.6094496958926486	1.06071973448336	0.020689163472442165	0.13124095393871754	1.4495741441585825
DG 36:2	0.7425388797807904	0.11253195501910647	1.9651863604126008	0.045353624938469575	0.796777164126569	0.21014715221226105	0.08384764989609292	0.8893946635254244	0.42915512568808173	0.679021960369789	9.028182143508012	0.7289057486561561	0.22873775196982	9.467124893937697	1.7916585915738286	2.602780677614154e-4	2.4099733262602285	1.546521921890963	0.5587625984499278	0.26148643509529795	0.05008097508343393	7.883178322577717	0.38742368016034345	0.457359378980905	0.20927824604954792	2.9937743542570296	0.6094917982961174	0.526374655628459	0.019323352975818792	0.2152412997066784	0.031230294160745933
DG 36:3	0.9402283122193774	0.4598293918731469	0.6504458293873215	0.036487516437579345	1.8933859918434395	1.240711809063	0.6123711565387722	0.7972298152246597	1.7106975489990737	0.42706197255255446	1.1125117236807207	7.274284131896784	1.5888335138722058	1.9514690015722276	0.39518795832474857	0.0077462086801399245	0.4266223322432753	0.07517422884611992	0.019637492506143075	0.22881136607876432	0.2720977304780489	1.6518833518074594	0.06453233717870861	9.917641010329682e-4	0.08803074528992362	0.200814008496104	2.2003565306001973	0.39703449911767985	2.334217532720147	0.8504672619106556	0.4573119593160536
FA 14:0	0.24995528116434818	0.9124832066284788	1.4042495960940917	3.273867480264022	0.6989595149467518	0.4888757651371464	6.282866687970318	0.0029395338993418356	0.06347025085306993	0.04469373973988758	1.2727099506655468	4.822271903140585	1.7600830350365482	2.785532444166605	0.02521587591625759	0.395599345420928	0.8889961015537841	0.0650429012797807	0.1601110501757365	0.009905214682828371	3.744011901651523	1.5713010660109625	1.1624597568684643	2.1443600155012943	1.2606157311810202	0.6501192493862117	1.738909744855405	1.6989591741177361	3.7598553421684078	0.27267150827468756	2.26405259374103
FA 16:0	0.28111809850389186	0.7600094851533007	6.5538362587695085	2.9716585714761736	0.42327757292243656	0.023942928791386382	0.452126823028776	0.04733653991110162	0.7026790353312226	0.009181415879722134	0.04743400819107046	0.4121381681686895	0.9127142282632178	0.06522662840845413	0.6267637067232094	0.39284357688021215	0.21667823713529022	0.3732359676419521	0.7500724606298147	0.3222157201680374	0.22061668087948383	1.4683602771007802	0.08360114152265875	0.25139021119946914	0.1728861235387061	0.019802672310210157	1.1704742891888467	0.012471584990812204	0.2244435500974344	0.021645611140333705	0.1019092462500588
