feature	mean_ctrl	mean_exp	sd_ctrl	sd_exp	FC	log2FC	method	statistic	pval	negLog10pval	padj	negLog10padj	sig_pval	sig_padj	Chain	DB	p.signif	p.adj.signif	star	color
32:1	0.26553733237035426	0.3707792888548227	0.10753894153705765	0.1650497117837285	1.3963358204475889	0.4816459531735692	t-test	1.727843416442579	0.10113362219541447	0.9951044378171178	0.4848059129902237	0.3144320918876338	no	no	32	1	ns	ns		0.4816459531735692
32:2	0.011339971969013037	0.01690095622590064	0.004668141726148091	0.009442965990031214	1.4903878309473102	0.5756877998003731	t-test	0.33919030231511266	0.7383915445613631	0.13171328512863295	0.9590333011587091	0.018166312267949833	no	no	32	2	ns	ns		0.5756877998003731
33:1	0.022462176509627833	0.025128941139345443	0.004755989004299444	0.006057389754199706	1.1187224500962571	0.1618521546907256	t-test	1.0813589536770065	0.29381283424968646	0.5319292374018587	0.8345474355771222	0.07854897303638277	no	no	33	1	ns	ns		0.1618521546907256
34:1	5.098333445170302	6.071892711257512	1.0906300026650508	0.8275924436698788	1.1909563735988025	0.25212056622853557	t-test	2.174405771594036	0.04325501914532074	1.363963491421254	0.3864779857082535	0.4128752390230636	yes	no	34	1	*	ns	*	0.25212056622853557
34:2	3.886851819369073	5.684331077094523	0.9836323871289117	1.4841291596235215	1.4624511921880323	0.5483884770288421	t-test	3.014674108787544	0.0074439311891829054	2.128197650089401	0.19850483171154415	0.7022289178171197	yes	no	34	2	*	ns	*	0.5483884770288421
34:3	0.09118341686558643	0.13059763543185973	0.030687493426885676	0.039632492405606505	1.4322520467112332	0.5182853994060239	t-test	2.6772639656519797	0.015375669959836412	1.8131659517463017	0.3075133991967282	0.5121359560823205	yes	no	34	3	*	ns	*	0.5182853994060239
35:1	0.00696051273286836	0.013252016914708101	0.005678404136348864	0.004006808915716399	1.9038851623861728	0.928946461496462	t-test	2.3898945619196925	0.028001287362608065	1.5528220014569067	0.3864779857082535	0.4128752390230636	yes	no	35	1	*	ns	*	0.928946461496462
36:1	1.0427499800386815	1.222172697486142	0.35420368804565544	0.33020165846064503	1.172066862509846	0.2290548730535909	t-test	1.2368901143372208	0.23202311954270718	0.6344687384299553	0.7734103984756906	0.11158999314961773	no	no	36	1	ns	ns		0.2290548730535909
36:2	2.6573158310850826	3.246951031625378	0.33181971615469463	0.5402449598324817	1.2218912760172451	0.2891159197482555	t-test	3.0245182161276616	0.0072860821033937755	2.1375059392085745	0.19850483171154415	0.7022289178171197	yes	no	36	2	*	ns	*	0.2891159197482555
36:3	1.3923216336850854	1.7449814849389578	0.1708946040407274	0.2778623877997249	1.253289069653023	0.32571920895855305	t-test	3.2612594744291004	0.0043364727447245364	2.362863378860409	0.19850483171154415	0.7022289178171197	yes	no	36	3	*	ns	*	0.32571920895855305
36:4	1.8954101746258454	2.05380784178888	0.4270385370570952	0.29900120229311744	1.08356907084468	0.11579111927288255	t-test	1.1196961749491383	0.27756221404304976	0.5566396569115288	0.8345474355771222	0.07854897303638277	no	no	36	4	ns	ns		0.11579111927288255
36:5	0.1279980011432464	0.15974881568069366	0.04268701092609152	0.05667136588129376	1.2480571122506356	0.3196839547734695	t-test	1.516392075542999	0.14678576718680472	0.83331605294787	0.5671599354019422	0.24629445562543112	no	no	36	5	ns	ns		0.3196839547734695
38:1	0.10425822480959616	0.11186817936722943	0.024882690229668675	0.023694090260481988	1.072991407359286	0.10163852287003365	t-test	0.7116789581514298	0.4857856661756328	0.31355530384267655	0.8957296261816156	0.04782306129473227	no	no	38	1	ns	ns		0.10163852287003365
38:2	0.06931858220002911	0.06873913634626061	0.020477663892857337	0.023783614002774702	0.9916408294085355	-0.012110421312114473	t-test	-0.12424347507955576	0.9024994518213099	0.044553053212944387	0.9973658326948209	0.0011455137257028235	no	no	38	2	ns	ns		-0.012110421312114473
38:3	0.625242892557748	0.6748991384356342	0.13582519842282884	0.12997485929478722	1.0794191289000536	0.11025515933509593	t-test	0.8650738894127776	0.3983812378229553	0.3997011233151876	0.8957296261816156	0.04782306129473227	no	no	38	3	ns	ns		0.11025515933509593
38:4	1.75743814665934	1.6220816768805693	0.40780900877059806	0.15474513885458027	0.9229808058758336	-0.11562744870177116	t-test	-0.7117036001232284	0.4857707693487109	0.3135686218744326	0.8957296261816156	0.04782306129473227	no	no	38	4	ns	ns		-0.11562744870177116
38:5	0.633836263725168	0.6815058909018397	0.12165708331227737	0.08240928760289201	1.0752081095778725	0.10461592455711867	t-test	1.1088284508723316	0.28210008755810634	0.5495967790484745	0.8345474355771222	0.07854897303638277	no	no	38	5	ns	ns		0.10461592455711867
38:6	0.720858066188222	0.7074035532925025	0.1996858063653571	0.1069492413485553	0.9813354202071085	-0.027181761337869117	t-test	0.013722257894795666	0.9892025183248205	0.004714786676711789	0.9973658326948209	0.0011455137257028235	no	no	38	6	ns	ns		-0.027181761337869117
38:7	0.03623755874263734	0.035329364180149106	0.012520040874445318	0.005559626889722605	0.9749377553565813	-0.036617981568653354	t-test	0.0863658373456498	0.9321290788372386	0.030523943498846406	0.9973658326948209	0.0011455137257028235	no	no	38	7	ns	ns		-0.036617981568653354
39:1	0.012464625895396708	0.01534435669429563	0.007160133629975189	0.007997895288907328	1.2310322686830442	0.29986857925441507	t-test	0.44368773464561245	0.6625556741384215	0.1787776223644363	0.9013848045468674	0.04508976749542775	no	no	39	1	ns	ns		0.29986857925441507
40:1	0.2508385008192523	0.26291376954073004	0.059520547606784956	0.06025730464714172	1.048139614461254	0.06783089977176558	t-test	0.49835653565725885	0.6242673340525435	0.20462938973936765	0.9013848045468674	0.04508976749542775	no	no	40	1	ns	ns		0.06783089977176558
40:2	0.1475890870405288	0.1468610506770903	0.026080265384862897	0.0285853387612094	0.9950671395965842	-0.007134223808754358	t-test	-0.10208102066116903	0.9198209615963289	0.03629669760837407	0.9973658326948209	0.0011455137257028235	no	no	40	2	ns	ns		-0.007134223808754358
40:4	0.044713060696040655	0.03812477785153979	0.01518358606887379	0.007588644643233388	0.8526541743745075	-0.229967373366311	t-test	-0.9596566526518998	0.34994234845034355	0.4560034979703198	0.8345474355771222	0.07854897303638277	no	no	40	4	ns	ns		-0.229967373366311
40:5	0.18399630771891967	0.17831854088977753	0.048597541021559255	0.030034889695539784	0.969141952360176	-0.04522009904367884	t-test	-0.07418109981581804	0.9416844578484991	0.026094597389932493	0.9973658326948209	0.0011455137257028235	no	no	40	5	ns	ns		-0.04522009904367884
40:6	0.3979342694869729	0.3702581710499252	0.0877662375897321	0.0664259705541927	0.9304505779994057	-0.10399857304866426	t-test	-0.6640988745620812	0.5150445350544289	0.2881552166051018	0.8957296261816156	0.04782306129473227	no	no	40	6	ns	ns		-0.10399857304866426
40:7	0.04032085443782027	0.04359145849243212	0.010258264550693367	0.013104269274799057	1.0811144530594095	0.11251926323962066	t-test	0.6137849655957602	0.5470367874838582	0.2619834669681629	0.9013848045468674	0.04508976749542775	no	no	40	7	ns	ns		0.11251926323962066
40:8	0.020744750620938394	0.020701447840639025	0.003814931288785836	0.003916099715307637	0.9979125909445418	-0.0030146421840931306	t-test	-0.05060991648923668	0.9601937513172392	0.017641124629373797	0.9973658326948209	0.0011455137257028235	no	no	40	8	ns	ns		-0.0030146421840931306
41:1	0.08589279204695248	0.08985953415232871	0.023708615349932315	0.03205866860389253	1.0461824794705457	0.06513451436328889	t-test	0.21215412128814767	0.8343706466792941	0.07864098287664034	0.9962634587215451	0.0016257985855232175	no	no	41	1	ns	ns		0.06513451436328889
41:2	0.0542207681249778	0.05383488275910014	0.012856865846068226	0.013195643213307042	0.9928830708375763	-0.0103042694354666	t-test	-0.08754616826029962	0.931203992512064	0.030955170664288503	0.9973658326948209	0.0011455137257028235	no	no	41	2	ns	ns		-0.0103042694354666
42:1	0.1839872646028669	0.17580629670536585	0.057289991353887196	0.05366078878243259	0.9555351403524612	-0.06561916477200117	t-test	-0.2516957375196743	0.8041274909588341	0.09467509026839724	0.9896953734877958	0.004498459919309218	no	no	42	1	ns	ns		-0.06561916477200117
42:2	0.6984136869882762	0.6655162373914605	0.16362156999416183	0.13750180464371775	0.9528969002044085	-0.06960796638715049	t-test	-0.46219232061791676	0.6494810872307659	0.187433490981878	0.9013848045468674	0.04508976749542775	no	no	42	2	ns	ns		-0.06960796638715049
42:3	0.2873568721024452	0.2737192240312906	0.06760119400864664	0.05951720543192505	0.9525410755922599	-0.07014678886876467	t-test	-0.47594822431355394	0.6398367828383851	0.19393079687998557	0.9013848045468674	0.04508976749542775	no	no	42	3	ns	ns		-0.07014678886876467
42:4	0.015862609452233823	0.01625548162460188	0.007011778906515669	0.004549526070614498	1.0247671843369208	0.035296182751212074	t-test	0.6996929328946851	0.4930633031210244	0.30709731919894306	0.8957296261816156	0.04782306129473227	no	no	42	4	ns	ns		0.035296182751212074
48:1	0.011238128698153913	0.012037219770665034	0.012200657996353398	0.00997305632122034	1.071105349829495	0.09910038503855367	t-test	0.35663746492494286	0.7255096609914604	0.1393568000596768	0.9590333011587091	0.018166312267949833	no	no	48	1	ns	ns		0.09910038503855367
48:2	0.028653489920879283	0.04599012978804114	0.03025025784422925	0.05389188852465835	1.6050446181262183	0.6826134029268403	t-test	0.9604841414550344	0.3495371823582143	0.4565066189624154	0.8345474355771222	0.07854897303638277	no	no	48	2	ns	ns		0.6826134029268403
49:1	0.015541406755353789	0.005679824146741809	0.017264717462450813	0.006036773688533712	0.36546396578837315	-1.4521989293149098	t-test	-0.7143905256185751	0.4841480505364697	0.315021812531072	0.8957296261816156	0.04782306129473227	no	no	49	1	ns	ns		-1.4521989293149098
49:2	0.0921966708419643	0.10053055476279361	0.05483177820372511	0.07523920936759237	1.0903924604296673	0.12484749170703016	t-test	0.3326372611295387	0.7432508083979996	0.12886460976163952	0.9590333011587091	0.018166312267949833	no	no	49	2	ns	ns		0.12484749170703016
50:0	0.05067292160984841	0.05717804449376967	0.025399860554698003	0.04119988220634276	1.1283747350114695	0.17424626858865386	t-test	0.22917193070943132	0.8213190385712856	0.08548810990053228	0.9955382285712553	0.0019420584504573708	no	no	50	0	ns	ns		0.17424626858865386
50:1	0.006977292890494721	0.006965996544675547	0.0076945841985720026	0.008487373223464538	0.9983809844310014	-0.0023376385801784495	t-test	-0.052792297786104	0.9584788892691176	0.018417448122274523	0.9973658326948209	0.0011455137257028235	no	no	50	1	ns	ns		-0.0023376385801784495
50:2	0.004458411930321915	0.012417843090084634	0.005926519184336961	0.010273995114291178	2.7852614976265815	1.477812783083692	t-test	1.9190723765226474	0.07097262084803298	1.1489091570252696	0.4731508056535532	0.3250004160809508	no	no	50	2	ns	ns		1.477812783083692
51:1	0.2542000135767016	0.2819864777420225	0.09822590616429776	0.16481926500218294	1.1093094519325692	0.14966187451027346	t-test	0.25456456711605663	0.8019449856607364	0.09585542378999207	0.9896953734877958	0.004498459919309218	no	no	51	1	ns	ns		0.14966187451027346
51:2	0.25365950932722137	0.2617549693773967	0.11663912594872455	0.16785612144522744	1.0319146720406691	0.04532368072896408	t-test	0.003347595120586202	0.9973658326948209	0.0011455137257028235	0.9973658326948209	0.0011455137257028235	no	no	51	2	ns	ns		0.04532368072896408
52:1	0.07184578225443865	0.06627186471655344	0.03217175447329021	0.04824998175811183	0.9224183053899333	-0.11650695133259475	t-test	-0.5765163885881852	0.5714058925101712	0.2430552853542964	0.9013848045468674	0.04508976749542775	no	no	52	1	ns	ns		-0.11650695133259475
52:3	0.002278134633097257	0.005586826245384026	0.0031894085054616104	0.00645520129234947	2.4523687776031085	1.294175942166796	t-test	1.791202714777447	0.09009128841290401	1.045317202107736	0.4848059129902237	0.3144320918876338	no	no	52	3	ns	ns		1.294175942166796
52:4	0.01064979170412568	0.01661864969464359	0.010556767653440248	0.015951149294884292	1.5604671111272157	0.6419779509042342	t-test	0.714894630463181	0.48384396145482567	0.3152946747300847	0.8957296261816156	0.04782306129473227	no	no	52	4	ns	ns		0.6419779509042342
54:2	0.5214842408897746	0.47267073988701136	0.21199606122566958	0.2525555532492813	0.906395060147022	-0.14178809639532203	t-test	-0.6660608995819589	0.513818637117831	0.2891901471490051	0.8957296261816156	0.04782306129473227	no	no	54	2	ns	ns		-0.14178809639532203
54:3	0.1873923205187927	0.20916579839274552	0.12438457278135504	0.13121066581535837	1.1161919432646614	0.15858513808567734	t-test	0.7027927153369108	0.4911751292268446	0.3087636319177828	0.8957296261816156	0.04782306129473227	no	no	54	3	ns	ns		0.15858513808567734
54:4	0.058050198533951956	0.021351881889407773	0.09126394118044355	0.043447087934775905	0.36781755150965845	-1.442937771005402	t-test	-1.6358462350130742	0.11923709999718027	0.9235885951229509	0.5115972695728566	0.29107178204445094	no	no	54	4	ns	ns		-1.442937771005402
56:5	0.016993075447812082	0.011045036684849862	0.028860297733713222	0.014092576618781385	0.649972791492075	-0.6215487681324838	t-test	-0.004869069623544232	0.9961686179664438	0.0016671438510537592	0.9973658326948209	0.0011455137257028235	no	no	56	5	ns	ns		-0.6215487681324838
56:6	0.048786564889436064	0.03032668098342293	0.033798095130771914	0.03173474484433575	0.6216195186554255	-0.6858962902645137	t-test	-1.7176183309470108	0.10302125651042253	0.9870731575013035	0.4848059129902237	0.3144320918876338	no	no	56	6	ns	ns		-0.6858962902645137
56:7	0.04943559000838653	0.02634550004821765	0.036196048767166145	0.03644651271121563	0.5329257735924311	-0.9079934878452774	t-test	-2.1718051123380833	0.04347877339217852	1.3617227165756822	0.3864779857082535	0.4128752390230636	yes	no	56	7	*	ns	*	-0.9079934878452774
56:8	0.02096874941296648	0.014700249826073817	0.016841940727613573	0.016675716932509476	0.7010551529116753	-0.5124001475099643	t-test	-0.6449258503366463	0.527110380102752	0.27809843137191514	0.8972091576217056	0.04710630231568901	no	no	56	8	ns	ns		-0.5124001475099643
58:5	0.015396573167269972	0.00962184058717181	0.011612273160658559	0.010703224776769731	0.6249339046188482	-0.6782244819462604	t-test	-1.4027591200560738	0.17770180713815625	0.7503081556154153	0.6361075868484405	0.19646942456689886	no	no	58	5	ns	ns		-0.6782244819462604
58:7	0.029756717054615404	0.017479566577319028	0.020013979820644897	0.012074954924959757	0.5874158276679875	-0.7675459559006643	t-test	-1.7525603652710147	0.09669370279619582	1.0146018085428026	0.4848059129902237	0.3144320918876338	no	no	58	7	ns	ns		-0.7675459559006643
58:8	0.022079910186080798	0.012572733669762946	0.018264952586404166	0.011389150221148309	0.5694196019732368	-0.8124359369269267	t-test	-0.970414326122704	0.3447002427909184	0.46255841069498543	0.8345474355771222	0.07854897303638277	no	no	58	8	ns	ns		-0.8124359369269267
64:1	0.014621948359409467	0.017250723641788403	0.0035017914524737444	0.008244991014754925	1.1797828317925412	0.2385213203242632	t-test	-0.50787007831866815	0.6177113493403947	0.20921441920524608	0.9013848045468674	0.04508976749542775	no	no	64	1	ns	ns		0.2385213203242632
68:1	0.03793009463266289	0.04294201264994105	0.011103813548673454	0.009393369268115853	1.1321356581315307	0.17904683943081595	t-test	1.1710050589801417	0.2568660206979843	0.5902933422084744	0.8219712662335499	0.08514336388856841	no	no	68	1	ns	ns		0.17904683943081595
68:3	0.0570426850077534	0.06769725916603625	0.02131649315748829	0.01678078452488016	1.186782479766418	0.2470555338682308	t-test	1.3853276407928032	0.18288093121892665	0.7378315755412496	0.6361075868484405	0.19646942456689886	no	no	68	3	ns	ns		0.2470555338682308
72:3	0.01593646433395131	0.018417905794040648	0.0074200536429351515	0.008428020760385402	1.1557084060862128	0.20877744095328762	t-test	0.018142964921587682	0.985724399127459	0.006244493445259769	0.9973658326948209	0.0011455137257028235	no	no	72	3	ns	ns		0.20877744095328762
72:5	0.06731663665608059	0.06572838139309337	0.020375596032242673	0.015173359089565153	0.9764061999843874	-0.03444663891379867	t-test	-0.09019744556901606	0.9291264192356209	0.031925190805996276	0.9973658326948209	0.0011455137257028235	no	no	72	5	ns	ns		-0.03444663891379867
72:6	0.19163276597397044	0.15980881726156376	0.056203700013063955	0.03482917092316336	0.8339326338548527	-0.261997249261716	t-test	-1.5081038062534518	0.14887948304300982	0.8271651478834554	0.5671599354019422	0.24629445562543112	no	no	72	6	ns	ns		-0.261997249261716
76:5	0.014376686555253286	0.013623435481924445	0.006943965703940801	0.006801436837452894	0.947606072481729	-0.07764065115176158	t-test	-0.2682272432334234	0.7915741929776295	0.10150837316966842	0.9896953734877958	0.004498459919309218	no	no	76	5	ns	ns		-0.07764065115176158
76:7	0.09420905093808453	0.08344212818611958	0.027133007960668542	0.026013038529611923	0.8857124379796468	-0.1750897162423923	t-test	-1.0051732586009243	0.32813563514878696	0.4839466031765744	0.8345474355771222	0.07854897303638277	no	no	76	7	ns	ns		-0.1750897162423923
76:9	0.14851449420576962	0.12049788314944268	0.03478007580688678	0.03412755978538552	0.8113543650661503	-0.3015959349907526	t-test	-1.9678802155427355	0.06468351979182121	1.1892063557326418	0.47042559848597243	0.3275090538989232	no	no	76	9	ns	ns		-0.3015959349907526
80:7	0.008287138257664604	0.006410172191400579	0.0061573834984340586	0.0066258483694359785	0.7735085372169267	-0.37051088009404204	t-test	-0.9938941386471396	0.3334483780528118	0.4769713907192431	0.8345474355771222	0.07854897303638277	no	no	80	7	ns	ns		-0.37051088009404204
