"","KT-313D0","KT-412D0","KT-539D0","BS-346D0","KT-663D0","BS-364D0","BS-671D0","BS-336D0","KT-723D0","KT-716D0","KT-537D0","KT-974D0","KT-538D0","KT-515D0","KT-695D0","KT-612D0","KT-445D0","BS-082D0","JV-048D0","KT-352D0","KT-522D0","KT-525D0","KT-434D0","KT-805D0","KT-347D0","KT-417D0","JV-035D0","KT-193D0","JV-157D0","KT-565D0","BS-377D0","KT-718D0","KT-247D0","KT-312D0","BS-064D0","JV-138D0","BS-351D0","KT-771D0","KT-926D0","KT-705D0","JV-148D0","JV-071D0","KT-880D0"
"LPC O-16:0",0.722840139313172,0.776717317349658,0.55978677003619,0.818872925936147,0.661953949591398,0.902115403915307,0.630686341241279,0.680358616585656,0.692031563492564,0.766213888727975,0.589373625457748,0.478081544759498,0.455224767946531,0.632242039982078,0.506183391528427,0.663880809472628,0.738775652677694,0.382501453071126,0.695824080255377,0.623184951523792,-1.57949381419033,-1.57949381419033,-1.57949381419033,0.633403560534519,0.480980703955151,0.442747024006155,0.41968157230167,-1.57949381419033,-1.57949381419033,-1.57949381419033,0.545124284848743,-1.57949381419033,0.520575570080886,0.717335160404365,-1.57949381419033,0.518035242462179,0.481621187252858,0.625970416546423,0.591601815026763,-1.57949381419033,-1.57949381419033,-1.57949381419033,-1.57949381419033
"PC 38:3;P/38:4;O",-0.565521532764253,-0.157123090231268,2.45464263775394,1.30045146764965,0.313169966911887,1.17844174888457,0.290568392791406,0.566681337809554,0.843605157633791,0.977542748636968,0.317668007975725,-0.0368830868520935,-0.26059029071685,-0.480031809243949,-1.05298893740989,0.033805499116386,-0.391300588310558,-0.486050594127705,-0.345125931953845,-0.141137299087998,-1.53805427816347,-0.798435095174571,-1.72089237694866,0.737711233289357,-0.205647461643357,0.61145903632583,-0.72514492379093,-0.673047291227785,-0.322327002946233,-0.474026209003572,0.521160126641399,-2.9830901513333,-0.698972358301691,-1.87648336850446,1.05074819611595,-0.540822668293888,0.941983814167041,1.6033985913449,0.0635514192828462,0.379877769194879,0.729988536877358,1.07812975120256,0.479110906424332
"PC 38:2;P/38:3;O",0.242069318862648,0.190251628527336,0.908172648168067,0.487248228905183,0.516374197099162,0.714922165706305,0.305858917559181,0.364487935846292,0.510641842179393,0.405544510877627,0.398861153695543,0.305858917559181,0.104842541573311,0.181243573293981,-0.051949293259584,0.343053691968676,0.144048798884486,0.181243573293981,0.00801370488895318,0.114844619061129,-2.99633536912335,-2.99633536912335,-0.220037711942078,0.463074686412382,0.162884640264577,0.555279878604549,-2.99633536912335,0.0947005703605336,0.0844147366096233,0.124710609634579,0.52770472639,-2.99633536912335,0.114844619061129,-0.286004907233279,0.475262185416214,0.153527876622925,0.592204028222293,0.665512777555016,0.274665328748426,0.335765800261308,0.350269066137999,0.641890521957903,0.499039368718452
"PC 36:3;P/36:3;O",-0.265988069965852,0.230056668658862,1.96069395222156,1.63878511786888,0.593716215927113,1.02466045990806,0.443841924445984,0.94666326512172,0.960830406063483,1.91153874874712,-0.379864758281387,-0.634133280514959,-0.20613137407327,-0.353407327159284,-0.951731706283512,0.0718513488009444,-0.523205829685385,-0.488377431522497,-0.615929319694636,-0.667214261981293,-1.85723193194699,-0.976512662739121,-1.66291619978507,0.23799188762769,-0.281963843303444,0.323767732546107,-0.780519569471494,-0.491840039524993,-0.60145437360438,-0.272366992868553,0.331431532724865,-2.21379342203034,-0.886744500529386,-2.01735707676497,0.759711281703626,-0.184410536733372,0.954767912531415,1.59449940329423,0.411847687293151,0.713636707008123,0.494733943668206,1.24229746459597,0.4657708477071
"PC 36:2;P/36:3;O",-0.221663867527583,-0.231241279439493,1.56457422656878,1.26238519831765,0.832970229737039,1.59398584863444,0.421680815807687,0.603668822092652,0.7072425810956,1.53483820507144,-0.0191357467794067,-0.36902505852653,-0.690361903891719,-0.231241279439493,-1.28628368181136,-0.0280189133595083,-0.84245646718838,-0.319004354344668,-0.589876784172825,-0.75949488708386,-1.95978593751219,-1.43205099832228,-1.92359695632696,0.250693122510089,-0.419991389473738,0.539559202787126,-0.32893452622646,-0.379141538006262,-0.338901408623811,-0.535628704099467,0.39138792836573,-1.88788731350515,-0.903317711178743,-1.65034671777377,0.617710721637204,0.0508951676843051,1.35452010682981,1.33312286262628,0.575363694722136,0.740901427985232,0.306283517083653,1.88485865666916,0.780745088387652
"PC 38:4;P/38:5;O",0.0889023817543918,0.360639877191343,2.50300678637192,1.87707018809459,0.487002590092433,1.16193297155814,0.321562596235455,0.765581644295996,1.01836535575668,1.83781242085578,0.00181591255256912,-0.0018736310873845,-0.415655617078102,-0.134250709953063,-0.415655617078102,0.20770834526865,-0.054057336316227,-0.118793205353171,-0.705421678945845,-0.472079205340204,-1.45974118175592,-1.02423386729256,-1.95534620858673,0.520751669603172,-0.0957696984561482,-0.130378127234984,-1.24202462823017,-0.634698834896904,-0.743902690442759,-0.547667123366774,-0.212877910385448,-2.36144933879077,-0.960570249273276,-1.75179735830107,0.757205224908272,-0.529692672678489,0.604823122883591,1.52705638467511,0.278588465888478,0.408713375266983,0.793319005887908,0.214538615451526,0.231539956251114
"PC 40:3;P/40:4;O",0.286200904726607,0.22333010178226,0.939868340985944,0.567846844386541,0.395246832734267,0.598366268659739,0.435474037212274,0.386871407282156,0.535711900833788,0.427638977301058,0.435474037212274,0.450847230946812,0.286200904726607,0.177481257607094,0.245018432936707,0.395246832734267,0.369765805187789,0.286200904726607,0.315352521171988,0.419701495407946,-2.20995754514389,0.127885645087358,-2.20995754514389,0.542276383344322,0.276164168475574,0.697049179528219,-2.20995754514389,-2.20995754514389,0.25557885073657,-2.20995754514389,0.686843750758187,-2.20995754514389,0.22333010178226,-2.20995754514389,0.781913849415195,0.212188344810917,0.649710251861149,0.542276383344322,0.343168470828268,0.395246832734267,0.542276383344322,0.411658878250398,0.604290303143143
"PC 34:1;P/34:2;O",-1.23344960724332,-0.15446458116759,-0.0698475898008333,1.16562723693787,0.653334011994637,1.23484295378782,0.69347250125396,0.521417825215439,0.784500270266988,1.35741538302883,-0.0423175819409483,-0.375389253477703,-0.472238636700412,0.175160052654537,-0.516622792272002,-1.39158713145037,-0.58484169856257,-0.516622792272002,-0.272340665274697,-0.242302432658944,-2.42772157087404,-2.64256541995139,-1.40801357061332,0.0295296194790934,-0.396562841985631,0.563895802723257,0.240636925263936,0.175160052654537,0.158496406547602,-0.15446458116759,0.563895802723257,-1.40801357061332,-1.34299786394801,-1.34299786394801,0.926665190498807,0.822439288322468,1.14935521917002,0.997501593716109,0.962355153681307,0.841177455881007,0.456197960474936,1.66869976269688,0.85358557694939
"TG 58:7",-0.804697714628986,-0.499173560292847,0.128620615349291,-0.262347853717734,-0.537954768948234,-3.66042596069779,-3.66042596069779,-0.6520894062421,-0.310127048277248,0.746007389484267,-0.56493991192563,-0.320049736459536,0.192740877881649,-0.699671447188318,-0.63686123210133,0.302443239709745,0.192740877881649,-0.450331899631003,-0.499173560292847,0.111718887415351,0.537982548553578,0.67545561137038,-0.244037520483184,1.28525262062489,0.320021094503943,0.780190691082001,0.921588712053643,1.0677317988184,1.03070506581628,0.750984738022217,0.874471590427364,1.06113091996747,0.378560038531962,0.24237084990361,0.683622034996181,-0.134596678012973,0.718040756055253,0.557370071148547,0.20796905202242,0.487261025369704,0.197850515713655,0.1060014063232,-0.621928769429096
"TG 58:5",-1.60695446454949,-1.60695446454949,0.293725966252,-1.60695446454949,-0.0108696768462158,-1.60695446454949,-1.60695446454949,-1.60695446454949,0.13578868665316,0.631148168552836,-1.60695446454949,-0.204852260297244,0.3561491005832,-1.60695446454949,-1.60695446454949,0.293725966252,0.470443940794118,0.0802355511343431,0.0559913892765078,0.0802355511343431,0.609213893526765,0.703667073785717,-1.60695446454949,1.088176270883,0.329444070998693,0.92843085106742,0.90342711008042,0.946781195775747,0.918973994717729,0.855563519321522,1.17147915289275,0.901446321127419,0.721612177324627,0.76363517633791,0.862096007879434,0.38748994722652,0.792184371616332,0.752798612324719,0.322518636408741,0.616642001684847,0.405319246886957,0.513877094688044,-1.60695446454949
"TG 58:8",-0.527381406126779,-2.80456485624832,0.298163981750976,-0.0332565270338487,-2.80456485624832,-2.80456485624832,-2.80456485624832,-0.181813534415599,-0.222514003322735,0.524016861922645,-0.24389362320802,-0.222514003322735,0.24035513378486,-0.478215865320899,-0.447446914859219,0.320769928493445,0.230183326371901,-0.222514003322735,-0.254861523789078,0.530419337092848,0.494373047152069,0.619388916821828,0.355334106382871,1.01802256150325,0.142300385364222,0.463266766707709,0.762320699505087,0.938207249748015,0.79455795886658,0.796649630394646,1.06475789356926,0.923010408675518,0.193231597097432,0.649103287794308,0.520791083085832,0.0470486009693765,0.61383259552549,0.396034575290007,0.320769928493445,0.463266766707709,0.555398380074628,-0.0410906450154461,-0.181813534415599
"TG 56:6",-0.229782266279407,-0.371608093323385,0.492553285088876,-2.41994458386888,-2.41994458386888,-0.272810055339862,-2.41994458386888,-2.41994458386888,-0.742828287407132,0.364669673022586,0.149720162557417,-0.13017587385496,0.196437261506945,-0.222951841394312,-0.58249645682517,-0.032709928290671,0.320004262255092,-0.362601503980305,-0.159261447937726,0.730053207126429,0.468722756128289,0.703293150322016,0.16260335735359,0.76237257610959,-0.0469115666813454,0.706579656989815,1.33429453639301,1.15822033661496,0.591937904132802,0.447368895170275,0.527882606384099,0.958150472721397,0.687669058524296,0.635187466573778,0.576664044933773,0.379420242441198,0.713089669193723,0.556537053597434,0.165773828753583,0.641431213786235,-0.147426983998513,0.970650546975987,-2.41994458386888
"FA 20:3",0.863889546688697,-1.05397983894451,0.881653881185385,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,0.931764408333831,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,-1.05397983894451,0.723298560316283,1.04049825786769,0.878170009676164,1.24389661285553,0.888522709562025,-1.05397983894451,0.833520378452227,-1.05397983894451,0.815248279363847,0.784856353057875,0.996562882389493,0.839411887860257,1.0460469091152,0.969031680322339,0.80682185666051,1.1821497672292,1.03258456131424,0.817324616538318,0.800370887816284,-1.05397983894451,0.987616258813769,0.635676692564253,1.08067978090685,-1.05397983894451,-1.05397983894451,-1.05397983894451
"DG 34:2",-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,0.918014841653505,-1.14608564997752,-1.14608564997752,0.487896406099109,-1.14608564997752,-1.14608564997752,-1.14608564997752,-1.14608564997752,0.573717281504358,0.645742245736772,0.833386411995277,-1.14608564997752,0.5434230595066,-1.14608564997752,0.922529392710462,0.799253994764513,0.89948875011229,1.40846983752967,1.24497875600846,0.685519904851087,0.989198775778573,0.749292101364439,0.774967320717952,0.762313130426282,0.700494426453943,0.592834807033728,0.729024270343167,0.532853300097325,0.922529392710462,1.10466190639469,0.885074870169763,0.685519904851087,1.23835661078179,-1.14608564997752
"DG 36:3",-0.14145990003966,-2.10704649510506,-2.10704649510506,-2.10704649510506,-2.10704649510506,-0.217608785676556,0.121507139893673,0.24166429177075,-0.20411657920336,0.696871191519656,0.235987505823753,-0.217608785676556,0.27448072385575,-0.107199963336892,0.235987505823753,-0.231460826416996,-2.10704649510506,0.279754076194897,0.405018651169924,0.675275532954816,-2.10704649510506,0.194411663052646,-2.10704649510506,0.728775474552287,0.56059375007243,0.701550689331816,1.22593736108984,1.00374429980912,0.604514611472183,0.672819638337108,0.522570383491734,0.569680058928629,0.417240879641283,0.532340340691133,0.310317052493806,0.383986598129704,0.121507139893673,0.710785079107106,0.975660663511212,0.610099834576625,0.488609222031022,1.02790776094083,0.339181185924291
"DG 36:2",-0.897747077906548,-4.82199682238771,-0.383841148313595,-0.983851521457789,-1.16945225284912,-0.519787576829467,-0.254119262806636,-0.467292395023978,-0.60898590311335,0.628370946208956,-0.166446847427066,-0.756810831282281,0.0465599624827982,-0.600503090788649,-0.535364046750196,-0.679878170823145,-0.652637527920186,-0.295324385905852,-0.0536800836538933,0.619663284819827,-0.135645697937763,0.21880294128041,-0.344838852410008,1.02799246490568,0.512983102520524,0.691133182264757,1.4478895113935,1.25673289758631,0.33388006967833,0.926444690167271,0.676873832966562,0.324830783247427,0.656104806212938,0.0299067190436862,0.297126002745007,0.324830783247427,0.293994585831714,0.565577537561626,0.934199354733544,0.783280543831971,0.242356938855657,1.3153079474797,0.173360606521615
"DG 34:1",-0.688798620138906,-1.54039728933493,-1.29416269713356,-1.27932942199782,-1.77889087744247,-0.573827979306328,-0.548713682070518,-0.430101076528493,-1.37104869560914,0.816644279785916,-0.815240396243324,-1.25017341227407,-0.0483813829208783,-1.46992190551952,-0.805053750580751,-1.05056384658042,-0.967175939759881,0.02224498971149,-0.0262283206792379,0.34682751780288,-0.616822963396268,0.104094714940692,-0.688798620138906,1.1058406254423,0.752929803496636,0.79096494330414,2.5832306806303,1.68863357189648,0.522297912151862,1.08772273778805,0.676415012565515,0.448969365003518,0.588239934739875,0.429955057313069,-0.0483813829208783,-0.00986382825325046,-0.0938833240144268,0.676415012565515,1.55390707111023,0.543494459596885,0.257866711891852,1.71949911352524,0.679565897581535
"DG 32:0",-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,-1.14678712442167,0.7586287875423,-1.14678712442167,-1.14678712442167,0.513267860391289,-1.14678712442167,-1.14678712442167,0.336392384856981,-1.14678712442167,0.639907985635243,0.613686041385224,0.545813319318211,-1.14678712442167,-1.14678712442167,-1.14678712442167,0.841762100163564,0.745392066915669,0.892955425142639,1.4601620148251,1.15097032240382,0.868086332414135,1.06728328983302,0.703172120667677,0.907242849156906,0.868086332414135,0.873171313709618,0.79615185038097,0.79615185038097,0.5953154883931,0.852477274391217,0.988508520304294,0.868086332414135,-1.14678712442167,1.13430115539479,0.825195221155095
"PC 34:2",-1.66674172432299,-1.02072076000537,-0.452769903476779,-0.685589273940416,-0.528904338074364,-0.466658768828478,-0.151036116468778,0.0221255334226928,-1.32355163374806,0.267267991937572,-0.936028670666408,-1.84811244756252,0.287681708358021,-1.4457094131268,-1.05880007804173,-0.380317157048716,-2.00371458740375,-1.09546404933212,0.579953309229765,-0.0388312871058306,-0.736165111682504,0.169995163999381,-0.467871400146373,0.825840930106639,0.419449173680223,1.24547088251651,1.91070009270827,1.48334530963378,1.2250838629513,1.1867274725473,0.832193718504917,1.01061663632533,0.410458899572025,-0.782829475441375,0.536155006853405,0.683317777750089,0.032820580450176,0.737286101130535,-0.305787122753611,0.969999713401142,0.226509940543274,2.2429765402408,0.0896269733138241
"PI 38:4",0.0530447645923108,-0.38731666244689,-3.43382307186376,0.0910893783094512,-3.43382307186376,0.0942434669426515,0.440878313078477,0.431043211949447,0.107287348760361,0.642725403055624,-0.0089903693519981,-0.480120951831862,-3.43382307186376,0.133608752083412,-0.316685980713811,-0.289850289242094,-0.106309596345495,-0.0935601370182209,0.144578820425619,0.607530759771436,0.330690920099835,0.638285906733593,0.0222227774952093,0.847308156285254,0.141139310663685,0.353047823073224,0.171311910623759,0.641619046688524,0.327878455671606,0.585813259260574,0.635604060111448,0.402131851966584,0.311511344341499,0.409424250488127,0.635379952712535,0.26413087506949,0.124783136815655,0.424382508360681,0.381447761500008,0.286397518842036,0.385072678202062,0.805909688425767,0.112779790141693
"TG 54:2",-1.63061997227414,-1.39624552992792,-0.253893585496733,-1.09116596127906,-2.02505557087781,0.0248317482037003,-1.01435791992225,-0.950870712378292,-0.949294511790458,0.315832230882788,-0.857547719667972,-0.643500341052519,-0.418702738921547,-1.09662337165998,-1.49704273698524,-1.41862381389439,-0.961974004009074,-1.60003066772112,-0.123379180692867,0.187968568289977,-0.101494163630469,1.18458128998596,-0.0860540571039007,1.282179159279,0.333526718966407,0.917997874122645,1.18345425208298,1.11098301397589,1.23813241831012,1.55140556893796,0.841971090462975,0.169033905622136,1.08789055627373,0.345296477952207,1.05958673613594,0.817099128533006,0.734152549162826,0.95737436653178,0.378542346874678,0.838000956798421,-0.159276257888603,1.38766079610582,0.32825106368339
"TG 52:1",-0.381502663603729,-3.20389211212586,-0.226972720402321,-0.505938988766051,-3.20389211212586,0.00273994167421589,-3.20389211212586,-0.292036311160665,-0.186937089238285,0.598817409479033,-0.560905046939979,-0.113546719680219,0.0539463288406632,-0.25509365798697,-0.608468636788478,-0.426604062238159,-0.323171290432412,0.125948397472935,0.00273994167421589,0.198024274764647,-0.247949204420208,0.686108348951066,-0.0852431217317339,0.972380717836628,0.309986481575805,0.781015424992724,0.955689317589488,0.871610723621031,0.90411547999615,0.897988809147856,0.176110122413124,0.513746203869911,0.493491919514341,0.408157223879795,0.67408178908906,0.410756475791403,0.661829818778766,0.474945682878815,0.691195619718925,0.513746203869911,0.25310618778948,0.886813990115816,0.30695301444098
"TG 51:2",-0.913058864316449,-1.85105749086567,-0.439600106055028,-1.26027465016943,-1.78641211333789,0.0546696875564272,-1.37819215647517,-1.04868137489312,-1.13195261423361,0.139440855199266,-1.49816444515545,-0.437299258186383,-0.238140689056461,-1.45090320335925,-1.41674539134339,-1.20806094130245,-0.589930347266959,0.0173222962623794,-0.48186125688198,0.246869890538041,-0.361806433967676,1.09263299154357,-0.035597637886743,1.31982859515033,-0.165798066148197,0.778091483124696,1.40855341644572,1.08460939699813,1.38254854663968,1.61278112349968,0.494244812500236,0.866440084415763,0.91984314957689,-0.12008744794836,1.21924061185597,0.85018436651493,1.33183586718755,0.563857485580238,0.752710167391215,0.627578458799605,-0.334259170349598,1.00654798367283,0.378052388746114
"TG 51:1",-1.11862742546539,-1.56432835785001,-0.238093212007517,-1.52014130212898,-1.09355480645344,0.386362488628806,-1.20677672941979,-1.41994354084849,-1.58384606696587,-0.314319315714258,-1.83462724346365,-0.577747787841323,-0.53794339803738,-1.30799641365646,-1.0217187789806,-0.987552024584275,-0.424607034901051,-0.168715945058896,-0.575215620844265,0.129372055429548,0.303777996002688,1.32025906254574,-0.413696935845059,1.08918700532849,-0.0891414017955561,0.848427299317974,1.55456070237913,0.84711076214179,1.36032886531653,1.65274155726504,0.680516913412977,0.930665693922929,1.03985732258556,-0.0392357720294158,1.00469847896773,0.506571259595265,1.38911918596319,0.852367102197693,0.507479879518708,0.296041155919142,-0.437849536434211,1.16009724298576,0.616136620901188
"TG 54:3",-1.15678349134614,-1.25286897815414,0.181417293946959,-1.90025358218687,-2.22657292416335,-0.72930396473563,-1.06677605810545,-1.48473584072156,-0.771230389343152,0.713609677287026,-0.783960133249678,0.00363389475242823,-0.653316175937915,-0.820637497939878,-1.04566999112749,-1.47324516391478,-1.39162698844044,0.185590609574502,0.382046245983721,0.75156448877171,-0.356136785372713,1.29731222819824,-0.133162503001692,1.18092577292967,0.657690303579689,1.22216016200254,1.5515132170599,1.21260420073149,0.676265066149905,1.49181216705752,0.81481283207853,0.0952546389256738,0.679557029743907,0.587506003372741,0.559369988166229,0.016900283324457,0.282363327673255,0.530284283495792,0.622811249963328,1.25911882479793,-0.978831236014727,0.989606554863976,0.279381359324495
