feature	log2FC_Percentage	pval_Percentage	padj_Percentage	log2FC_PQN	pval_PQN	padj_PQN	log2FC_none	pval_none	padj_none
LPC 16:0	0.3471726890407381	0.6813303984739986	0.9295887507225228	-0.3777753065433834	0.9987307317190068	0.9987307317190068	1.2015387578103378	0.3946299394322791	0.5657367279828059
PC 30:0	-2.320438946314028	0.6907213393581666	0.9295887507225228	-1.540346801261604	0.8161038719872931	0.9228090892734984	2.906607841380232	0.30522333165373133	0.5008455928644817
PC 40:4	-2.315719767903148	0.6925854643740095	0.9295887507225228	-1.613567679888585	0.8146418586953937	0.9228090892734984	2.619196012420847	0.30688182121465357	0.5008455928644817
PC 38:7	-2.318010428872903	0.6967861582006001	0.9295887507225228	-2.0932566344616723	0.8091974556075923	0.9228090892734984	2.292573973228348	0.31043447137467395	0.5008455928644817
SM 36:3;O2	6.714908885552543	0.7018063629396051	0.9295887507225228	-0.11738640089171823	0.5683353508030806	0.8752809132429449	26.590060605488784	0.1863782474573739	0.49025582483352703
FA 18:0	-0.3781740925085824	0.7063009163763214	0.9295887507225228	-0.37738029499560344	0.9854545084197781	0.9938102327905521	-0.22148313819567886	0.41431499299720564	0.5696831153711578
SM 38:1;O2	6.504197412977982	0.7067947526154719	0.9295887507225228	-0.1353456716721584	0.5601205625082435	0.8752809132429449	26.374156793299303	0.18626048036359777	0.49025582483352703
Cer 42:3;O2	3.303458347863348	0.7223595527299442	0.9327460980424425	-0.15177821170444314	0.27592626883869104	0.7763585014809091	25.366825041689186	0.36640437581336804	0.5411488148923922
PC 36:1;P/36:2;O	0.24180748446291775	0.7360517830979361	0.9327460980424425	-0.2903575112290825	0.9644394252350414	0.9938102327905521	1.8649612704339678	0.46046834410176085	0.62602999591363
Cer 42:1;O2	4.0171223652348464	0.7395121421736344	0.9327460980424425	-0.09844601216636195	0.2830677354229489	0.7763585014809091	26.08048926201142	0.36672894893534014	0.5411488148923922
SM 33:1;O2	5.02617687286608	0.7451372539256386	0.9327460980424425	-0.22565932912761646	0.29052103263411216	0.7763585014809091	25.121449899257957	0.33984870419621216	0.5205277621233123
PC 32:0	-0.19840958904845837	0.7477386075216275	0.9327460980424425	-0.31860449077381825	0.5171789453890113	0.8745130885304825	0.9559527441927524	0.16394512470707628	0.49025582483352703
PC 36:5	-1.1459046473048573	0.7579362682538644	0.9358192699869141	-2.0440906011835005	0.8236643110870894	0.9228090892734984	2.263204409489493	0.40346558596978166	0.5671656123803381
LPC 18:1	-0.5709104358444541	0.766023683190368	0.9362511683437831	-1.5563486944526972	0.8117778172558318	0.9228090892734984	1.8209249111012287	0.40779676262057374	0.5671656123803381
FA 12:0	8.69952832340531	0.7910031942762409	0.9571138650742514	21.7796756745382	0.4758649913923425	0.8344878834561369	23.357506532734135	0.28505228378405767	0.5008455928644817
SM 42:1;O2	0.1340156593559581	0.806351600725294	0.9599162415407767	-1.0311617612880932	0.8464957465388534	0.9311453211927389	1.2357650513436722	0.4958358594567197	0.6557409577309982
PC 32:1;O/32:0;P	-1.182150544149233	0.8250026938482766	0.9599162415407767	-1.749545267252826	0.46310197069809667	0.8277609851666285	1.478767166233487	0.7921428771788989	0.8122821028698878
TG 48:0	-1.4457327546728451	0.8449656018504252	0.9599162415407767	-1.1971982874789593	0.4379457369388531	0.8277609851666285	1.0548825706502678	0.7428072966825537	0.771465107129072
TG 50:2	0.19697879029098933	0.852527748516453	0.9599162415407767	0.3460179448754502	0.5854891210205446	0.8752809132429449	1.0615684998923616	0.7459621283810034	0.771465107129072
PC 40:5	-1.1233881205851783	0.8563256963899062	0.9599162415407767	-1.5827297963517843	0.7629428660750938	0.9228090892734984	1.2883593022684683	0.5072956681287757	0.6557409577309982
PC 40:6	-1.1509982999321855	0.8590157087118568	0.9599162415407767	-1.5833778342914324	0.7600848518206273	0.9228090892734984	1.174103762447001	0.5094185952620978	0.6557409577309982
PC 40:7	-1.6260542369910334	0.868582416126721	0.9599162415407767	-3.0451848542420015	0.44223048581451796	0.8277609851666285	1.3828706755312157	0.7229875848583229	0.7637168678013566
TG 52:1	0.9049773602205132	0.8908449883865887	0.9599162415407767	27.38741342776564	0.6201858412293701	0.8933629379613546	25.739028745872815	0.29847477348440715	0.5008455928644817
PC 34:3	-1.1345196602660843	0.8911308437692578	0.9599162415407767	-2.6294653424975682	0.46472596332115035	0.8277609851666285	1.8353987484236776	0.7061792521557713	0.7607148398607915
TG 56:8	-3.0466190370439463	0.9023626727696128	0.9599162415407767	-0.03782918058291473	0.35641625746343997	0.7986364287606711	24.811075745508077	0.29326182340504436	0.5008455928644817
TG 58:9	-3.088968188827966	0.9033670375368834	0.9599162415407767	-0.044681065151622665	0.3551570322619645	0.7986364287606711	24.712876293491135	0.2933395801201208	0.5008455928644817
TG 52:5	-3.099904817274255	0.9047690561209712	0.9599162415407767	-0.049352811165168264	0.3534585790881779	0.7986364287606711	24.862584289359415	0.29369853298381016	0.5008455928644817
PC 34:0	-1.1116872846648775	0.9143454712959715	0.9599162415407767	-0.7997222505613395	0.7486513628571556	0.9228090892734984	-0.07784232616135989	0.5474508602412382	0.6772602479781236
TG 60:8	-3.9381298816214576	0.9270769071395413	0.9599162415407767	-0.16471735515795355	0.3272254840952592	0.7763585014809091	23.702914137929447	0.296309699835739	0.5008455928644817
TG 60:9	-3.974875954733301	0.9271882891196929	0.9599162415407767	-0.16954068626988603	0.3270317680990147	0.7763585014809091	23.75916134152839	0.2963766385345938	0.5008455928644817
PC O-30:0	-3.9691864482438577	0.9289458716472734	0.9599162415407767	-0.19747864999174333	0.3207944836972278	0.7763585014809091	24.131978434365546	0.30169307513019744	0.5008455928644817
DG 36:2	-3.762182129591648	0.9327106746266591	0.9599162415407767	-0.20472921798750549	0.3177560699492883	0.7763585014809091	24.569029450642944	0.317973765127044	0.5008455928644817
DG 34:1	-3.80813582381237	0.9366691396597338	0.9599162415407767	-0.21972233520938553	0.31335993248394717	0.7763585014809091	24.538753221740873	0.31871992273194294	0.5008455928644817
PC 36:4	-0.11768044559731063	0.944049857383078	0.9599162415407767	-0.3357928225491213	0.527598805477068	0.8745130885304825	0.7994774851050914	0.15282265083450688	0.49025582483352703
DG 32:0	-4.124736172285999	0.9569152879557717	0.9648895820220698	22.8707764814839	0.5401531102838603	0.8752809132429449	23.28418302436235	0.31608022816452447	0.5008455928644817
PC 38:3	-0.5262299050769917	0.9753543256314527	0.9753543256314527	-1.21079711340864	0.6971619650038097	0.9228090892734984	1.4155795138800495	0.6378613267079635	0.7080845920336108
