feature	severity	contrast	estimate	se	p_value	fdr_posthoc
PI 38:4	severe	D60 - D0	0.1415210157031358	0.13675651391369634	0.5910856919057041	0.7284334045476936
PC O-32:0	severe	D3 - D0	-0.1291754198004989	0.1256671268944476	0.5955952087534011	0.7312709883370624
PC 36:5	mild	D3 - D0	0.0436225985967052	0.042454168025079196	0.5958504349413101	0.7312709883370624
PC 36:3;P/36:3;O	severe	D60 - D0	0.03523758677760244	0.03459211763688652	0.6015362742654737	0.736726900852972
TG 58:11	severe	D3 - D0	0.2770549125107372	0.2728096876854209	0.6035282353362508	0.7376456209665287
LPC 20:4	mild	D3 - D0	-0.03338021695658079	0.03309237507305136	0.6079692863812678	0.7415477538202733
SM 33:1;O2	severe	D3 - D0	-0.11562799149407246	0.11612391759720864	0.6163113840109395	0.750182299390365
PI 38:4	severe	D3 - D0	0.13215188377792586	0.1331912302450224	0.6185780060999804	0.7514015043423075
TG 52:1	severe	D3 - D0	0.15109145988430228	0.15328601424031404	0.6227481146727766	0.7549232247257741
PC 38:6	severe	D3 - D0	-0.03378201863628259	0.03455415388443926	0.6279257587647356	0.7596494922734276
PC 40:4	mild	D10 - D0	0.05216699344071014	0.05413388107774709	0.6368949103097434	0.7673743949776624
CE 18:2	mild	D60 - D0	-0.3374065058768455	0.3500971666862933	0.6368406756264207	0.7673743949776624
TG 58:5	mild	D60 - D0	0.2621123800431851	0.27411310336040545	0.6416418180136905	0.7714929400797099
TG 49:1	severe	D60 - D0	-0.305867845292777	0.32055628370220773	0.6429107833997583	0.7714929400797099
FA 18:2	mild	D3 - D0	-0.06491185047385507	0.0683466092803354	0.6458009459093668	0.7718425792156215
Cer 40:1;O2	severe	D3 - D0	-0.214122581269366	0.22543803352958425	0.6457615414493976	0.7718425792156215
TG 52:5	severe	D60 - D0	-0.3326282262552592	0.3521606028604387	0.6490942180682149	0.7726692696042479
CE 18:1	severe	D60 - D0	-0.2866251326555073	0.30291049048972	0.6479864670380766	0.7726692696042479
LPC 22:5	severe	D60 - D0	0.39559103064977663	0.4317813215039341	0.6671419866476147	0.7925646801373663
PC 36:3	severe	D3 - D0	-0.02880095134895474	0.031956608179516705	0.6766051245588669	0.802202483009914
LPC 18:2	severe	D3 - D0	0.03881150252535544	0.04454557261429811	0.6954146099005106	0.8228611121133532
PC 38:6	severe	D60 - D0	-0.03091614517837345	0.03565628466719766	0.6980305510358673	0.8243144081815212
CE 18:1	severe	D3 - D0	-0.2543518378001458	0.29504797487108425	0.7011326927369815	0.8263349592971568
FA 18:1	mild	D3 - D0	-0.06109950985700297	0.07237567519245967	0.712207299856628	0.8377250220095782
DG 34:2	severe	D3 - D0	0.20187076570665052	0.24506285126788388	0.7247443582959946	0.8507868553909502
PC O-32:0	mild	D3 - D0	-0.09321511711261989	0.12277784120849586	0.7633198192284787	0.8943036935339572
PI 36:2	severe	D3 - D0	0.24897792292636156	0.33101976588111204	0.7674385251707688	0.8973592203768438
SM 40:3;O2	severe	D3 - D0	-0.20500190162329357	0.28056595155371544	0.7798219279802074	0.9100475937529336
PI 38:3	mild	D3 - D0	0.1894990241502421	0.2658077613855724	0.789887951310674	0.9199871432912556
LPC 18:1	mild	D3 - D0	-0.020426921305633537	0.029080553499557925	0.7957600804288897	0.923206030810079
LPC 22:5	severe	D10 - D0	0.2989130539358215	0.4251872901992015	0.7954273943250102	0.923206030810079
PC 34:3	mild	D3 - D0	0.02864236199857982	0.04107927526523158	0.7986381295145369	0.924738886806306
PC 32:1;O/32:0;P	severe	D3 - D0	-0.11072035458164461	0.1622432727968311	0.806786155163215	0.9323559847606024
TG 50:1	severe	D3 - D0	0.18220783063045548	0.2708030984468635	0.8119980570999267	0.9329339379445967
TG 52:4	severe	D3 - D0	0.21358720265575437	0.3169807072535308	0.811463589796585	0.9329339379445967
TG 49:1	severe	D3 - D0	0.2109178005126668	0.3122357439177133	0.8105478833614699	0.9329339379445967
SM 35:1;O2	severe	D10 - D0	-0.17807504539792818	0.26768144898029234	0.8160818159074474	0.9343486460802379
Cer 42:1;O2	mild	D3 - D0	-0.2214185360877048	0.333105485226825	0.816375332181218	0.9343486460802379
TG 50:0	severe	D60 - D0	0.16728827539372892	0.25345426421339	0.8188634553233385	0.9353940239655059
PC 32:2	severe	D3 - D0	0.16622525681678824	0.25663418910590957	0.8253980808404815	0.9403953669682139
TG 58:11	mild	D10 - D0	0.1721237529737115	0.26653736217677326	0.8264080497599455	0.9403953669682139
PE 38:4	severe	D3 - D0	-0.25805197599383667	0.4176804044641886	0.840832354435479	0.9539643492793868
TG 58:8	mild	D60 - D0	-0.16454930733288897	0.2669454252795342	0.8415443081185162	0.9539643492793868
PC 38:7	mild	D3 - D0	0.023875742813037195	0.038982205723953334	0.843531680960091	0.9543958447434173
PC 36:1;P/36:2;O	severe	D3 - D0	-0.09010518990776345	0.14838681278155885	0.846163042062638	0.9555529410365152
DG 34:1	severe	D10 - D0	-0.03747246218612901	0.06303449928265097	0.8524815800061061	0.960861591126427
TG 58:7	mild	D10 - D0	0.10128003170163408	0.17208781530676948	0.8553859104746703	0.962309149284004
TG 56:6	severe	D3 - D0	0.14062696981542677	0.24423892746522982	0.861546911513557	0.9674080632118202
PC 34:3	severe	D60 - D0	-0.023998966272700678	0.0433192240408906	0.871792680908285	0.9737881510385575
DG 34:2	severe	D10 - D0	0.138770381856667	0.24854786531022774	0.8697879028561629	0.9737881510385575
TG 52:5	mild	D10 - D0	-0.18517534726553828	0.33470710179303764	0.8721469635564185	0.9737881510385575
PC 36:2;P/36:3;O	severe	D10 - D0	-0.01863689651623726	0.03471983280525984	0.8796561845060744	0.9762814228964963
TG 58:7	severe	D3 - D0	0.09273609372123093	0.17613749443940924	0.8842414234315069	0.9762814228964963
TG 52:5	mild	D60 - D0	-0.18211957593699846	0.3347071017930377	0.8763359105879448	0.9762814228964963
LPC 20:4	mild	D10 - D0	-0.01758956017594122	0.03309237507305135	0.8820101012729705	0.9762814228964963
Cer 42:1;O2	severe	D3 - D0	0.18325941713127109	0.34094433384074985	0.8793308569207945	0.9762814228964963
PC 34:2	mild	D60 - D0	0.020488330997916335	0.03880905191916443	0.8836120999581323	0.9762814228964963
Cer 40:1;O2	mild	D10 - D0	-0.11469217723925483	0.22025485715368717	0.8867852534892448	0.9772735446616165
PC 32:0	mild	D3 - D0	0.017459513587962657	0.03458540820177834	0.8936508040880966	0.9827834145029494
CAR 16:0	severe	D3 - D0	-0.10182274972334082	0.2030681329680498	0.8950939852627873	0.9827834145029494
FA 14:0	mild	D3 - D0	-0.07521090778824292	0.15271475395715167	0.8988387472663861	0.9850741990336409
Cer 42:2;O2	severe	D3 - D0	-0.08027514014072304	0.16434519470349762	0.900509457925808	0.9850876943055802
PC 38:3;P/38:4;O	severe	D60 - D0	-0.017212998427717924	0.035728347821728686	0.9032491880402205	0.9862684148821524
PC 32:1;O/32:0;P	mild	D60 - D0	-0.07493576473357616	0.15851304375986436	0.9068976231647958	0.9870597170472124
PC 34:2	mild	D10 - D0	0.018307868359853766	0.038809051919164436	0.90729731566966	0.9870597170472124
FA 16:1	mild	D3 - D0	-0.08720179380432964	0.18719812366644148	0.9096432592735084	0.9878027349332066
LPC 14:0	mild	D3 - D0	-0.17561009134337813	0.3902867101143234	0.9158047400655235	0.9926788605819725
LPC 20:4	severe	D10 - D0	0.01526593508026763	0.034384350695525916	0.9180675497125859	0.9933189882136175
PC 32:1	severe	D10 - D0	0.024997741112702823	0.05714871389124668	0.9205209283990443	0.9941626026709679
DG 36:3	severe	D60 - D0	0.0682932253107294	0.16007367738006295	0.9244687237476525	0.9948087353371478
PC 30:0	mild	D3 - D0	0.10735961208098012	0.24974672456167016	0.9232964157388198	0.9948087353371478
PC 36:1	severe	D3 - D0	-0.02407102958559633	0.05710010376763246	0.9263004625300234	0.994977350348705
Cer 40:1;O2	mild	D3 - D0	-0.08924354928211693	0.22025485715368723	0.9320449787191036	0.9993406450526129
PC 34:0;P/34:1;O	mild	D3 - D0	-0.0031045898534823742	0.03256977670937576	0.9965237604866151	0.9998239705709916
LPC 18:2	mild	D3 - D0	0.006912088699768188	0.04352139955880112	0.9901285393394967	0.9998239705709916
PI 38:3	severe	D3 - D0	0.049248526682595495	0.27206291746770334	0.9870843559673519	0.9998239705709916
PC 32:2	mild	D3 - D0	0.013336568848976335	0.2507337638520376	0.9989356524511669	0.9998239705709916
PC 38:3	severe	D3 - D0	-0.014303780133804032	0.04791669538683676	0.9637732765988558	0.9998239705709916
LPC 17:0	mild	D3 - D0	0.16202163776755088	0.4114925619255717	0.9359229860333946	0.9998239705709916
Cer 42:2;O2	mild	D3 - D0	0.044548324903664574	0.16056663916279024	0.9688527005484064	0.9998239705709916
PC 34:1	mild	D10 - D0	-0.007226786104230278	0.031450878802344234	0.9788905049616315	0.9998239705709916
DG 32:1	severe	D60 - D0	-0.02794517958364562	0.29107615562494743	0.996472658711803	0.9998239705709916
TG 54:3	mild	D10 - D0	0.03464334565113056	0.10855432867055982	0.9584194896519097	0.9998239705709916
TG 51:1	severe	D10 - D0	0.02117508951283459	0.08213006313067321	0.9732287379566422	0.9998239705709916
TG 51:2	severe	D10 - D0	0.024742465994414264	0.08804143477325263	0.9680152062164178	0.9998239705709916
DG 36:1	mild	D60 - D0	0.008176627150741926	0.20916615146498943	0.9994285173209432	0.9998239705709916
DG 36:1	severe	D10 - D0	0.044538357471398615	0.21712485833031953	0.9832934914554985	0.9998239705709916
DG 36:2	severe	D3 - D0	0.021778803951668424	0.08548078728154761	0.9738771620372346	0.9998239705709916
Cer 40:1;O2	severe	D10 - D0	-0.014651671756293824	0.22860307815030576	0.998447675279725	0.9998239705709916
TG 49:2	severe	D60 - D0	-0.06583821236888943	0.23771928738664264	0.9689646654678687	0.9998239705709916
DG 34:1	severe	D3 - D0	0.019448348254446635	0.06216169915858174	0.9600868355147061	0.9998239705709916
PC 40:4	severe	D3 - D0	0.01866325201666698	0.055407793749475444	0.9535245616643178	0.9998239705709916
TG 58:7	mild	D60 - D0	0.04845402021014959	0.17208781530676942	0.9678900801247208	0.9998239705709916
PC 38:6	mild	D60 - D0	-0.010607803444385153	0.03375969932280721	0.9597312839307742	0.9998239705709916
PE 38:4	mild	D10 - D0	0.08052209273767777	0.4080772724141131	0.9845767018594108	0.9998239705709916
TG 52:1	severe	D10 - D0	0.02264614388013131	0.15525479283126892	0.9917094958460243	0.9998239705709916
DG 36:3	severe	D10 - D0	-0.014934399197331194	0.1579193888449244	0.9965793142762213	0.9998239705709916
PI 36:2	severe	D10 - D0	0.11197070691467426	0.3359632050787819	0.9545287351023797	0.9998239705709916
PC 30:0	mild	D60 - D0	0.028646567610513995	0.2497467245616702	0.9949297356787725	0.9998239705709916
PC 40:3;P/40:4;O	severe	D60 - D0	0.04660682549306755	0.2293421851024105	0.9836120350956677	0.9998239705709916
TG 58:8	mild	D10 - D0	-0.06429992864206736	0.26694542527953424	0.9767343149828054	0.9998239705709916
TG 58:8	severe	D3 - D0	0.07669600457307471	0.2732273535867827	0.9680929739635526	0.9998239705709916
TG 58:11	mild	D60 - D0	-0.05593221646671624	0.2665373621767734	0.9824918338486357	0.9998239705709916
LPC 22:5	mild	D3 - D0	0.09724438231763108	0.40944873042814955	0.9774013192844994	0.9998239705709916
CE 18:2	severe	D3 - D0	-0.020130650378929138	0.35833587427752134	0.9988112386246216	0.9998239705709916
CE 18:2	severe	D10 - D0	-0.07174142339150547	0.36316714668273414	0.9845406748678879	0.9998239705709916
TG 58:9	mild	D10 - D0	-0.009351828594040589	0.3108880291545843	0.9996629178310954	0.9998239705709916
TG 58:9	mild	D60 - D0	0.054333121800539966	0.3108880291545844	0.9879846987305478	0.9998239705709916
TG 58:9	severe	D3 - D0	0.08767975930771243	0.3182040425632646	0.9692914968757259	0.9998239705709916
LPC 20:4	severe	D3 - D0	-0.0033635008520218022	0.03387112573906402	0.9962215524853671	0.9998239705709916
Cer 42:1;O2	severe	D60 - D0	0.007645887618821345	0.3510923321655666	0.9998239705709916	0.9998239705709916
TG 49:1	mild	D10 - D0	-0.11198901433013987	0.3050569511193249	0.9445113089609893	0.9998239705709916
TG 49:1	mild	D60 - D0	0.05683997224646053	0.30505695111932496	0.9862933176860865	0.9998239705709916
